来源数据库,发表日期,文章标题,作者列表,DOI 链接
PubMed,2026 Sep 11,A systematic comparison of single-cell perturbation response prediction models.,"Li L, You Y, Fu Y, Liao W, Fan X, Lu S, Cao Y, Li B, Ren W, Kong J, Zheng S, Chen J, Liu X, Tian L",https://doi.org/10.1126/sciadv.aed3414
